id,genus,species
lewis2011a,Ursus,americanus
alting2021,Lycaon,pictus
wasenius2017,NA,NA
sittler2015,Ovis,dalli stonei
robinson2017a,Rhincodon,typus
wright2010,Zalophus,californianus
basille2013,Ragnifer,tarandus caribou
lyall2020,NA,NA
chambault2021,Caretta,carreta
lutz2016,Odocoileus,virginianus
polito2017,NA,NA
perisho2021,Sus,scrofa
kaczensky2021,Equus,hemionus kulan
muller2021,Megadyptes,antipodes
traisnel2019,Spheniscus,demersus
conn2014,Phoca,largha
li2017,Equus,caballus
michler2022,Capra,aegagrus hircus
romtveit2021,Rangifer,tarandus tarandus
flavel2012,NA,NA
sutherland2017,Capra,aegagrus hircus
phillips2021,Pygoscelis,antarcticus
overall2019,Canis,lupus
parks2014,Megaptera,novaeangliae
fossette2010,Dermochelys,coriacea
bejder2019,Megaptera,novaeanglea
prosser2011,Anser,indicus
austin2021,Sula,sula
womersley2022,Rhincodon,typus
ferreira2015,Galeocerdo,cuvier
gilbert2007,Gyps,bengalensis
valeix2012,Panthera,leo
jordan2022,Phoebastria,nigripes
mellone2016,Circaetus,gallicus
clemente2016,Tachyglossus,aculeatus
levin2015,Hirundo,rustica erythrogaster
burrows2016,Megaptera,novaeangliae
rotics2021,Ciconia,ciconia
sakamoto2021,Caretta,caretta
kovacs2018,Bos,taurus
melendez2018,Bos,taurus
janousek2021,Cervus,canadensis
byrnes2021a,Negaprion,brevirostris
byrnes2021b,Negaprion,brevirostris
blum2015,Odocoileus,hemionus
carpenterkling2020,Diomedea,exulans
lowrey2020,Ovis,canadensis
noda2016,Thunnus,orientalis
rebstock2018,NA,NA
segre2019,Balaenoptera,musculus
saloma2022,Megaptera,novaeangliae
hetem2019,Acinonyx,jubatus
green2020,Mirounga,leonina
holder2020,Trachinotus,falcatus
deguchi2014,Phoebastria,albatrus
quick2017,Globicephala,macrorhynchus
flack2020,Ciconia,ciconia
allegue2020,Phoca,vitulina
ott2010,Loxodonta,africana
loring2017,Haematopus,palliatus
zweifelschielly2007,Cervus,elaphus
taylor2020,Loxodona,africana
chan2019,Calidris,tenuirostris
auge2022,Emydoidea,blandingii
recio2010,Felis,catus
pricerees2011,Tiliqua,multifasciata
vogt2018,NA,NA
cardona2012,Caretta,caretta
dimatteo2021,Lepidochelys,kempii
chakravarty2019a,Suricata,suricatta
beal2022,Chelonia,mydas
johnson2008c,Phoca,vitulina
witt2010,Chelonia,mydas
devineau2010,Lynx,canadensis
brumbastos2020,NA,NA
delgiudice2018,NA,NA
marchand2015a,NA,NA
thorburn2015,Squalu,acanthias
strickland2022,Alligator,mississippiensis
otoole2014b,NA,NA
gleiss2009b,NA,NA
grigg2009,Phoca,vitulina richardii
williams2012b,NA,NA
sokolov2016,NA,NA
dore2020a,Ateles,geoffroyi
cross2019,Varanus,giganteus
beatty2016,Odobenus,rosmarus divergens
innis2010,NA,NA
krofel2017,NA,NA
delagarde2015,Bos,taurus
singh2014,Alces,Alces
brun2021,Ursus,maritimus
hulthen2015,NA,NA
beatty2014,NA,NA
benson2015b,Canis,latrans
bruggeman2007,NA,NA
dellapenna2015,NA,NA
lee2021a,NA,NA
gonzalezgallina2022,Panthera,onca
shih2020,Canis,lupus
branco2020,NA,NA
owensmith2015b,NA,NA
sala2015,NA,NA
morant2022,NA,NA
planque2020,NA,NA
bett2022,Oncorhynchus,nerka
enstipp2011,Chelonia,mydas
atickem2014,Bos,taurus
wara2015,Felis,catus
wrotek2020,Rattus,norvegicus
kirilyuk2021,Canis,lupus
pot2019,NA,NA
salvin2020,Ovis,aries
elizaldearellano2012,Lynx,rufus
papastamatiou2021,Carcharhinus,amblyrhynchos
mortensen2021,Castor,fiber
herfindal2019,Capra,ibex
izadi2018,Baleaenoptera,edeni/brydei
rakhimberdiev2016,Limosa,limosa limosa
davies2013,Phascolarctos,cinereus
fischer2022,Bos,taurus
gaughran2021,Meles,meles
williams2016b,NA,NA
sutherland2017,Capra,hircus
newton2015,NA,NA
ehlers2021,Rangifer,tarandus granti
eisaguirre2020,Aquila,chrysaetos
elbroch2018,Puma,concolor
fahlbusch2022,Balaenoptera,musculus
fischer2009,Phoebastria,nigripes
flesch2009,Varanus,varius
fore2021,Salmo,salar
fort2012,Alle,alle
fort2013,Uria,lomvia
gagne2016,Alces,alces
gaidet2010,Anas,formosa
gara2017b,Loxodonta,africana
genero2020,Gyps,fulvus
gill2014,Limosa,lapponica baueri
glass2020,Gulo,gulo
glass2021a,Gulo,gulo
goodall2019,Panthera,leo
gray2022,Sus,scrofa
black2016,Bos,taurus
carpenterkling2019,Macronectes,halli
christensen2014,Emydoidea,blandingii
christianen2019,Chelonia,mydas
copeland2010,Gulo,gulo
dong2022,Balaenoptera,edeni edeni
dubois2009,Glyptemys,insculpta
nowell2015,Albula,vulpes
oppel2008a,Somateria,spectabilis
rozhnov2014,Ursus,maritimus
vardanis2016,Circus,aeruginosus
nuijten2020c,NA,NA
byrne2009,Dermochelys,coriacea
huang2021,Rhinopithecus,roxellana
mcmahon2007,Lepidochelys,olivacea
rycken2022,Calyptorhynchus,banksii naso
broell2013,Myoxocephalus,polyacanthoceaphalus
mosqueraguerra2022,Inia,geofrensis
markham2008,Papio,cynocephalus
ossi2022,Capreolus,capreolus
teilmann2013,NA,NA
mattisson2010,Lynx,lynx
ciuti2012,Cervus,elaphus
becciolini2019,Cervus,elaphus
ao2020,Anser,erythropus
acacio2022,Ciconia,ciconia
cluff2023,Canis,lupus
nussbaumer2023a,Jynx,torquila
vanderkolk2022a,Haematopus,ostralegus
white2017,Carcharinus,amblyrhynchos
cottin2011,NA,NA
vardanis2011,Circus,aeruginosus
williams2022a,NA,NA
elhacen2013,Platalea,leucorodia balsaci
buchmann2023,Equus,asinus
ericsson2015a,Alces,alces
wells2022,Pontoporia,blainvillei
yamazaki2008,Ursus,thibetanus japonicus
stclair2019,Ursus,arctos
gremillet2018,NA,NA
marchand2014b,Ovis,gmelini musimon
cappelle2014,Anas,platyrhynchos
byrnes2011b,Galeopterus,variegatus
allen2014a,NA,NA
wilson2019,Homo,sapiens
mate2017,Balaenoptera,musculus
mate2017,Balaenoptera,physalus
thomson2011,Caretta,caretta
jeanniarddudot2017a,Arctocephalus,gazella
davis2008,Heloderma,suspectum
dickinson2021a,Capra,aegagrus hircus
bevanda2015,Capreolus,capreolus
spiegel2015b,Gyps,africanus
spiegel2015b,Torgos,tracheliotus
hanscom2023,Crotalus,oreganus
hanscom2023,Crotalus,viridis
hammerschlag2016,Chelonia,mydas
kirkpatrick2021,Mastomys,natalensis
vansteelant2015,Circus,pygargus
putman2015,Lepidochelys,kempii
sampson2012,Delphinus,delphis
dougherty2017,Antidorcas,marsupialis
cozzi2013,Lycaon,pictus
cozzi2013,Acinonyx,jubatus
cozzi2013,Crocuta,crocuta
hays2021a,Chelonia,mydas
schick2019,Globicephala,macrorhynchus
tablado2016,Ovis,gmelini
tablado2016,Rupicapra,rupicapra
morrison2021,Cervus,canadensis nelsoni
morrison2021,Alces,alces shirasi
morrison2021,Odocoileus,hemionus
morrison2021,Antilocapra,americana
morrison2021,Rangifer,tarandus granti
morrison2021,Equus,quagga
morrison2021,Connochaetes,taurinus
zhao2020,Anas,platyrhynchos
martin2016,Equus,quagga
martin2016,Panthera,leo
mellone2012,Circus,aeruginosus
mellone2012,Neophron,percnopterus
mellone2012,Circaetus,gallicus
leonard2020,Lynx,rufus
shepard2009,Spheniscus,magellanicus
shepard2009,Dermochelys,coriacea
shepard2009,Rhincodon,typus
shepard2009,Negaprion,brevirostris
trigueroocana2019a,Bos,taurus
kushata2018,Panthera,leo
studd2022,Tamiasciurus,hudsonicus
studd2022,Lynx,canadensis
isbell2016,Panthera,pardus
block2011,Thunnus,albacares
block2011,Thunnus,alalunga
block2011,Isurus,oxyrinchus
block2011,Carcharodon,carcharias
block2011,Lamna,ditropis
block2011,Prionace,glauca
block2011,Alopias,vulpinus
block2011,Balaenoptera,musculus
block2011,Mirounga,angustirostris
block2011,Zalophus,californianus
block2011,Phoebastria,immutabilis
block2011,Phoebastria,nigripes
block2011,Puffinus,griseus
block2011,Dermochelys,coriacea
block2011,Caretta,caretta
wiley2023,Balaenoptera,physalus
courbin2014,Canis,lupus
courbin2014,Alces,alces
owensmith2013b,Equus,quagga
dujon2017,Chelonia,mydas
cade2021a,Balaenoptera,musculus
naidoo2020,Syncerus,caffer
meyer2010,Carcharhinus,galapagensis
mcclintock2015,Monachus,schauinslandi
williamson2021,Carcharhinus,albimarginatus
sharp2016,Lagenorhynchus,acutus
sharp2016,Globicephala,melas
fuller2019,Pygoscelis,papua ellsworth
krishnan2022,Uria,lomvia
madiga2022,Somniosus,microcephalus
chimienti2017,Uria,aalge
davis2012,Homo,sapiens
reynolds2016,Doimedea,exulans
courbin2013,Rangifer,tarandus
vance2021a,Mesoplodon,densirostris
freitas2021,Pollachius,pollachius
albert2021,Uria,lomvia
grecian2016b,Calonectris,diomedea
wikelski2020,Ovis,aries
kikuchi2014,Trichechus,manatus manatus
petroelje2020,Lynx,rufus
thaxter2016,Stercorarius,skua
costa2010b,Zalophus,wollebaeki
kokubun2011,Pygoscelis,papua
goossens2023,Dicentrarchus,labrax
hering2022,Tragelaphus,oryx
brown2012b,Martes,pennanti
irvine2020,Balaenoptera,musculus
prosser2009,Tadorna,ferruginea
trigueroocana2020,Dama,dama
shoji2015a,Fratercula,arctica
schwartz2009,Ursus,americanus
dewhirst2017,Lycaon,pictus
brightsmith2021,Ara,ararauna
queiroz2016,Isurus,oxyrinchus
casazza2020,Mareca,strepera
patterson2019,Rissa,tridactyla
pagano2017,Ursus,arctos
mcclellan2009,Chelonia,mydas
campera2019,Lepilemur,fleuretae
segre2022,Balaenoptera,edeni
conners2021,Phoebastria,immutabilis
kinoshita2021,Chelonia,mydas
soares2021,Caretta,caretta
becking2016,Chelonia,mydas
becking2016,Eretmochelys,imbricata
owensmith2015a,Equus,quagga
breed2010,Pteropus,vampyrus
breed2010,Pteropus,neohibernicus
salvatori2022,Capreolus,capreolus
salvatori2022,Lynx,lynx
bonnell2013,Alouatta,pigra
bonnell2013,Ateles,geoffroyi
nicholson2014,Alces,alces
wilson2014,Homo,sapiens
wilson2014,Blaberus,craniifer
delord2020,Fratercula,arctica
delord2020,Uria,algae
jensen2012a,Salmo,trutta
photopoulou2015,Mirounga,leonina
habib2021,Panthera,pardus
habib2021,Cuon,alpinus
habib2021,Canis,lupus
tracey2014,Gymnogyps,californianus
tracey2014,Dugong,dugon
deknegt2021,Connochaetes,taurinus
deknegt2021,Equus,burchellii
deknegt2021,Taurotragus,oryx
pinaud2007,Phoebetria,fusca
pinaud2007,Phoebetria,palpebrata
pinaud2007,Procellaria,aequinoctialis
pinaud2007,Thalassarche,melanophrys
pinaud2007,Diomedea,amsterdamensis
pinaud2007,Thalassarche,carteri
gillich2023,Equus,ferus
gillich2023,Bos,taurus
brunet2022,Puma,concolor
harkonen2008,Puma,concolor
henry2016,Anas,erythrorhyncha
macandza2012,Equus,quagga
macandza2012,Syncerus,caffer
peckrichardson2018,Phalacocorax,penicillatus
whitney2021b,Carcharhinus,limbatus
whitney2021b,Galeocerdo,cuvier
whitney2021b,Carcharhinus,brevipinna
whitney2021b,Carcharhinus,leucas
planque2020,Phoca,vitulina
elliott2017,Alle,alle
dickie2021,Canis,lupus
dickie2021,Ursus,americanus
bartumeus2010,Calonectris,diomedea
yiu2022,Syncerus,caffer
fontes2023,Mobula,tarapacana
fontes2023,Prionace,glauca
fontes2023,Rhincodon,typus
miguel2017,Syncerus,caffer
afan2014,Calonectris,borealis
jouanneau2022,Larus,fuscus
jouanneau2022,Larus,marinus
gutowsky2014a,Phoebastria,nigripes
boyers2019,Connochaetes,taurinus
chimienti2022,Eudyptula,minor
williams2017c,Rhincodon,typus
williams2017c,Spheniscus,magellanicus
williams2017c,Meles,meles
williams2017c,Oryx,leucoryx
williams2017c,Diomedea,exulans
ajemian2014,Aetobatus,narinari
hoolihan2011,Makaira,indica
hoolihan2011,Tetrapturus,albidus
hoolihan2011,Tetrapturus,audax
hoolihan2011,Istiophorus,platypterus
hoolihan2011,Thunnus,thynnus
hoolihan2011,Lamna,nasus
hoolihan2011,Isurus,oxyrinchus
hoolihan2011,Carcharodon,carcharias
hoolihan2011,Carcharhinus,longimanus
hoolihan2011,Carcharhinus,falciformis
hoolihan2011,Prionace,glauca
hoolihan2011,Xiphias,gladius
cumming2017,Alopochen,aegyptiaca
schuler2014,Canis,latrans
goossens2023,Gadus,morhua
chhor2022,Micropterus,dolomieu
chhor2022,Sander,vitreus
shimada2017,Caretta,caretta
hammond2016,Tamias,speciosus
holdgate2016,Elephas,maximus
humphries2017,Raja,clavata
humphries2017,Raja,microocellata
humphries2017,Raja,montagui
ironside2017a,Ovis,canadensis
ironside2017a,Cervus,elaphus
ironside2017a,Odocoileus,hemionus
jeglinski2013,Arctocephalus,galapagoensis
jones2015,Phoca,vitulina
virens2018,Periplaneta,americana
wakefield2011,Thalassarche,impavida
ware2015,Ursus,arctos
welbergen2020,Pteropus,poliocephalus
welbergen2020,Pteropus,scapulatus
zhang2022a,Spilogale,gracilis
uribemartinez2021,Chelonia,mydas
uribemartinez2021,Caretta,caretta
uribemartinez2021,Lepidochelys,kempii
chen2018,Anguilla,marmorata
chen2018,Anguilla,bicolor
ditmer2018b,Alces,alces
namgail2014,Anas,clypeata
namgail2014,Anas,penelope
namgail2014,Anas,strepera
namgail2014,Anas,acuta
nosal2019,Isurus,oxyrinchus
stoner2018,Puma,concolor
isbell2019,Chlorocebus,pygerythrus
putfarken2008,Ovis,aries
bindoff2018,Mirounga,leonina
smith2019,Eretmochelys,imbricata
pokrovsky2021,Ciconia,ciconia
pokrovsky2021,Anser,albifrons
pokrovsky2021,Gyps,himalayensis
robinson2021a,Caretta,caretta
robinson2021a,Chelonia,mydas
robinson2021a,Lepdiochelys,olivacea
wang2018,Anser,fabalis serrirostris
wang2018,Anser,albifrons
wang2018,Grus,leucogeranus
sato2007,Ocrinus,orca
sato2007,Phoca,sibirica
sato2007,Mirounga,angustirostris
sato2007,Mirounga,leonina
sato2007,Pygoscelis,papus
sato2007,Pygoscelis,antarctica
sato2007,Phalacrocorax,aristotelis
sato2007,Diomedea,melanophris
sato2007,Calonectris,leucomelas
sato2007,Dermochelys,coriacea
hammerschlag2015,Caretta,caretta
latham2020,Cervus,elaphus
dunphy2015,Pterodroma,macroptera
dunphy2015,Puffinus,griseus
griffiths2018,Pleuronectes,platessa
chapple2021,Carcharhinus,amblyrhynchos
cheraghi2019,Panthera,pardus
ganz2022,Puma,concolor
ganz2022,Canis,lupus
roberts2022,Lepidochelys,kempii
roberts2022,Chelonia,mydas
adachi2023,Mirounga,leonina
ariasdelrazo2012,Lepus,californicus
ariasdelrazo2012,Sylvilagus,audubonii
breed2017,Monodon,monoceros
bridge2014,Anas,acuta
bridge2014,Anas,querquedula
bridge2014,Anas,clypeata
bridge2014,Tadorna,ferruginea
bridge2014,Anas,crecca
byrne2014b,Canis,latrans
byrne2014b,Meleagris,gallopavo
cain2012,Equus,quagga
cappelle2011,Sarkidiornis,melanotos
cappelle2011,Denrocygna,viduata
cappelle2011,Denrocygna,bicolor
chimienti2016,Alca,torda
nisi2022,Puma,concolor
thiebot2013,Eudyptes,filholi
thiebot2013,Eudyptes,moseleyi
namgail2014,Anas,acutais
pricerees2014,Tiliqua,scincoides
barnes2016,Carcharhinus,obscurus
attias2018,Tolypeutes,matacus
graham2016,Sphyrna,mokarran
graham2016,Galeocerdo,cuvier
owensmith2013a,Equus,quagga
mirski2021b,Buteo,buteo
mirski2021b,Clanga,pomarina
antolos2017,Phoebastria,nigripes
antolos2017,Thalassarche,carteri
munn2013,Ovis,aries
jeantet2018,Eretmochelys,imbricata
jeantet2018,Chelonia,mydas
andersen2020,Dasyurus,maculatus
gregersen2023,Bison,bonasus
gregersen2023,Equus,ferus
gulka2023,Gavia,stellata
gulka2023,Clangula,hyemalis
lamont2018,Lepidochelys,kempii
lamont2018,Chelonia,mydas
cooper2015,Lynx,rufus
cooper2015,Procyon,lotor
schweiger2015,Capra,ibex
schweiger2015,Cervus,elaphus
wiggins2010,Macropus,rufogriseus
gandra2015,Mytilus,galloprovinciallis
botha2019,Connochaetes,taurinus
merkel2016,Diomedea,exulans
newman2012,Tadorna,tadorna
parlin2022,Chrysemys,picta
dehnhard2020,Daption,capense
dehnhard2020,Fulmarus,glacialoides
liechti2018,Upupa,epops
raby2020,Salvelinus,namaycush
grecian2016a,Pachyptila,desolata
hetem2012b,Oryx,leucoryx
fischer2013,Cathartes,aura
braun2018b,Isurus,oxyrinchus
ladds2016,Arctocephalus,forsteri
ladds2016,Arctocephalus,tropicalis
ladds2016,Neophoca,cinerea
lauderdale2021a,Tursiops,truncatus
groom2014,Calyptorhynchus,latirostris
paton2020,Sterna,dougalli
klaassen2011,Circus,aeruginosus
segre2022,Eschrichtius,robustus
segre2022,Megaptera,novaeangliae
segre2022,Balaenoptera,physalus
segre2022,Balaenoptera,musculus
segre2022,Balaenoptera,borealis
feldt2016,Capra,aegagrus
gilbert2010,Tadorna,ferruginea
bubley2020,Makaira,nigricans
bubley2020,Kajikia,albida
laporte2010,Cervus,elaphus
cooper2008,Bos,taurus
fontes2018,Mobula,tarapacana
kattas2013,Cervus,elaphus
byrne2019a,Cathartes,aura
stoen2010,Ursus,arctos
logan2023a,Istiophorus,platypterus
peckrichardson2018,Phalacrocorax,penicillatus
mulvenna2018,Ovis,aries
mulvenna2018,Capra,aegagrus
polito2017,Pygoscelis,antarctica
cerritelli2020,Burhinus,oedicnemus
bastillerousseau2016b,Chelonoidis,vandenburghi
bastillerousseau2016b,Chelonoidis,donfaustoi
bastillerousseau2016b,Chelonoidis,porteri
lowther2015b,Pusa,hispida
mcduie2021,Anas,platyrhynchos
mcduie2021,Mareca,strepera
nussbaumer2023a,Upupa,epops
nussbaumer2023a,Halcyon,senegaloides
nussbaumer2023a,Cossypha,natalensis
kahankova2022,Equus,ferus caballus
kahankova2022,Ovis,aries
buchmann2023,Bos,taurus
buchmann2023,Capra,aegagrus
buchmann2023,Equus,ferus caballus
buchmann2023,Equus,mulus
buchmann2023,Ovis,aries
buchmann2023,Sus,scrofa domesticus
aoki2021,Pseudorca,crassidens
brown2012b,Pekania,pennanti
havmoller2021,Ateles,geoffroyi
havmoller2021,Nasua,narica
latombe2014,Rangifer,tarandus
latombe2014,Alces,alces
lear2020,Carcharhinus,leucas
owensmith2014b,Syncerus,caffer
owensmith2014b,Equus,quagga
parsons2014,Capra,hircus
parsons2014,Ovis,aries
sakamoto2021,Chelonia,mydas
sakamoto2021,Lepidochelys,olivacea
sakamoto2021,Eretmochelys,imbricata
calich2018,Galeocerdo,cuvier
calich2018,Carcharhinus,leucas
clark2016,Larus,argentatus
courbin2013,Alces,alces
russell2015,Phoca,vitulina
lowther2015a,Eudyptes,chrysolophus
cleasby2022,Alca,torda
cleasby2022,Phalacrocorax,aristotelis
richard2020,Physeter,macrocephalus
graesli2020a,Canis,lupus
brischoux2010,Laticauda,saintgironsi
bidner2018,Papio,anubis
lambert2022,Antilocapra,americana
conn2012,Erignathus,barbatus
conn2012,Histriophoca,fasciata
fischer2009,Phoebastria,immutabilis
stidsholt2019,Eptesicus,fuscus
jacoby2022,Carcharhinus,galapagensis
roberts2021,Chelonia,mydas
roberts2021,Eretmochelys,imbricata
eriksen2009,Alces,alces
carlisle2019,Istiophorus,platypterus
carlisle2019,Carcharhinus,falciformis
carlisle2019,Thunnus,albacares
carlisle2019,Carcharhinus,amblyrhynchos
carlisle2019,Manta,alfredi
carlisle2019,Carcharhinus,albimarginatus
mestre2014,Caretta,caretta
friedlaender2021,Balaenoptera,bonaerensis
chasar2014,Bycanistes,albotibialis
isbell2017,Papio,anubis
schick2013,Mirounga,leonina
udyawer2017,Hydrophis,elegans
lovasz2021,Bos,taurus
beatty2015,Anas,rubripes
owensmith2015b,Equus,quagga
gotz2020,Pseudorca,crassidens
ripperger2016,Trachops,cirrhosus
young2010,Sula,sula
leblond2016b,Canis,lupus
leblond2016b,Ursus,americanus
cooper2009,Phoebetria,palpebrata
halpin2021,Calonectris,borealis
halpin2021,Calonectris,diomedea
halpin2021,Phaethon,aethereus
halpin2021,Pterodroma,cervicalis
gunner2021b,Phaethon,rubricauda
gunner2021b,Spheniscus,magellanicus
gunner2021b,Leucocarbo,atriceps
kikuchi2014,Trichechus,manatus
petroelje2020,Canis,lupus
petroelje2020,Canis,latrans
nishiumi2018,Seriola,lalandi
casazza2020,Spatula,cyanoptera
heim2022,Sphyrna,lewini
wilson2020b,Oryx,leucoryx
wilson2020b,Caretta,caretta
wilson2020b,Aldabrachelys,gigantean
bastillerousseau2016a,Chelonoidis,hoodensis
bastillerousseau2016a,Chelonoidis,porteri
augermethe2017,Halichoerus,grypus
robinson2008,Arctocephalus,forsteri
hart2018b,Caretta,caretta
payne2015b,Sillago,ciliata
pickholtz2022,Scarus,ferrugineus
pickholtz2022,Scarus,fuscopurpureus
reeve2022,Amblyornis,germana
reeve2022,Archboldia,papuensis
reeve2022,Ailuroedus,buccoides
reeve2022,Philemon,buceroides
reeve2022,Melipotes,ater
ripperger2020a,Nyctalus,noctula
ripperger2020a,Desmodus,rotundus
sato2013,Phoca,sibirica
schaub2023,Circus,cyaneus
schaub2023,Circus,aeruginosus
schaub2023,Milvus,milvus
skubel2020,Squalus,acanthias
skubel2020,Carcharhinus,plumbeus
strandberg2010,Pernis,apivorus
strandberg2010,Circus,aeruginosus
strandberg2010,Falco,subbuteo
street2021,Canis,lupus
street2021,Cervus,canadensis
street2021,Didelphis,virginiana
street2021,Odocoileus,hemionus
street2021,Odocoileus,virginianus
street2021,Ovibos,moschatus
street2021,Rangifer,tarandus
street2021,Sus,scrofa
street2021,Tayassu,pecari
castle2015,Lasiurus,cinereus
gao2013,Canis,lupus familiaris
gao2013,Meles,meles
iverson2011,Mareca,strepera
iverson2011,Anas,platyrhynchos
iverson2011,Spatula,clypeata
iverson2011,Tadorna,ferruginea
adret2018,Homo,sapiens
kays2011,Ramphastos,swainsonii
nielsen2023a,Balaena,mysticetus
masello2021,Pygoscelis,antarcticus
watanabe2011a,Arctocephalus,gazella
watanabe2011a,Callorhinus,ursinus
watanabe2011a,Neophoca,cinerea
watanabe2011a,Mirounga,angustirostris
watanabe2011a,Balaenoptera,musuclus
watanabe2011a,Chelonia,mydas
jones2017,Phoca,vitulina
calich2021,Sphyrna,mokarran
calich2021,Carcharhinus,leucas
lopez2015,Ziphius,cavirostris
lopez2015,Hyperoodon,ampullatus
sweeney2019,Grampus,griseus
nandintsetseg2019,Procapra,gutturosa
nandintsetseg2019,Equus,hemionus
nandintsetseg2019,Gazella,subgutturosa
patin2020,Equus,quagga
pichegru2009,Spheniscus,demersus
mulvenna2018,Capra,aegagrus hircus
payne2016,Argyrosomus,japonicus
payne2016,Sillago,ciliata
payne2016,Dasyatis,luviorum
payne2016,Platycephalus,fuscus
merkle2016,Bison,bison
merkle2016,Cervus,elaphus
merkle2016,Odocoileus,hemionus
merkle2016,Ovis,canadensis
kane2022,Gyps,rueppellii
kane2022,Gyps,africanus
perezbarberia2015,Cervus,elaphus
mcduie2019,Anas,platyrhynchos
mcduie2019,Anas,acuta
mcduie2019,Spatula,clypeata
mcduie2019,Anas,cyanoptera
mcduie2019,Mareca,americana
drouilly2020b,Caracal,caracal
nobert2016,Odocoileus,virginianus
zhang2022b,Tursiops,truncatus
zhang2022b,Delphinapterus,leucas
beal2023,Uria,lomvia
beal2023,Rissa,tridactyla
beal2023,Diomedea,exulans
beal2023,Pheobastria,nigripes
beal2023,Pheobastria,immutabilis
beal2023,Thalassarche,bulleri
beal2023,Thalassarche,chrysostoma
beal2023,Thalassarche,melanophris
beal2023,Calonectris,borealis
beal2023,Calonectris,edwardsii
beal2023,Calonectris,leucomelas
beal2023,Pelecanoides,urinatrix
beal2023,Procellaria,westlandia
beal2023,Eudyptula,minor
beal2023,Pygoscelis,antarcticus
beal2023,Gulosus,aristotelis
beal2023,Urile,pelagicus
beal2023,Morus,bassanus
beal2023,Morus,serrator
beal2023,Sula,serrator
beal2023,Sula,dactylatra
beal2023,Sula,sula
cusack2020,Canis,lupus
joyce2016,Globicephala,macrorhynchus
joyce2016,Physester,macrocephalus
joyce2016,Mesoplodon,densirostris
joyce2016,Ziphius,cavirostris
wang2019b,Anser,albifrons
wang2019b,Cygnus,cygnus
wang2019b,Cygnus,columbianus
wang2019b,Cygnus,cygnoides
wang2019b,Anser,serrirostris
wang2019b,Anser,fabalis
wang2019b,Anser,brachyrhynchus
wang2019b,Anas,platyrhynchos
wang2019b,Anas,acuta
alfredsen2021,Salmo,trutta
buechley2022,Gyps,rueppellii
buechley2022,Necrosyrtes,monachus
buechley2022,Neophron,percnopterus
buechley2022,Torgos,tracheliotus
desoto2020,Mesoplodon,densirostris
joly2019,Equus,hemionus hemionus
joly2019,Camelus,bactrianus
joly2019,Rangifer,tarandus
joly2019,Alces,alces
joly2019,Ursus,arctos
joly2019,Cervus,canadensis
longarini2023,Gyps,ruepellii
longarini2023,Gyps,himalayensis
longarini2023,Aquila,rapax
longarini2023,Milvus,migrans
wikelski2020,Oryctolagus,cuniculus
wikelski2020,Gallus,gallus domesticus
wikelski2020,Meleagris,gallopavo domesticus
wikelski2020,Canis,lupus familiaris
winship2012,Carcharhinus,galapagensis
winship2012,Isurus,oxyrinchus
winship2012,Lamna,ditropis
winship2012,Phoebastria,nigripes
winship2012,Phoebastria,immutabilis
winship2012,Zalophus,californianus
boyers2021,Connochaetes,taurinus
madiga2022,Amblyraja,hyperborea
patterson2016,Arctocephalus,gazella
patterson2016,Aptenodytes,patagonicus
patterson2016,Phoebetria,palpebrata
patterson2016,Thalassarche,melanophris
rohner2022,Istiompax,indica
waite2012,Callorhinus,ursinus
cade2018,Balaenoptera,physalus
cade2018,Balaenoptera,musculus
cade2018,Grampus,griseus
lam2008,Prionace,glauca
lam2008,Isurus,oxyrinchus
kahankova2022,Equus,caballus
furukawa2014,Coryphaena,hippurus
delord2020,Uria,aalge
pellerin2016,Cervus,elaphus
pellerin2016,Sus,scrofa
zingaro2018,Ovis,aries
sato2007,Leptonychotes,weddellii
sato2007,Pusa,sibirica
sato2007,Neophocaena,Phocaenoides
sato2007,Aptenodytes,forsteri
sato2007,Aptenodytes,patagonicus
sato2007,Eudyptes,chrysolophus
sato2007,Eudyptula,minor
sato2007,Uria,lomvia
sato2007,Gulosus,aristotelis
sato2007,Uria,aalge
sato2007,Alca,torda
sato2007,Cerorhinca,monocerata
sato2007,Oncorhynchus,keta
sato2007,Cerorhinca,olivaceus
sato2007,Orcinus,orca
sato2007,Pygoscelis,antarcticus
sato2007,Pygoscelis,papua
sato2007,Thalassarche,melanophris
sato2007,Leucocarbo,georgianus
deknegt2021,Equus,burchelli
si2018,Anser,serrirostris
hopcraft2014,Connochaetes,taurinus
robson2014,Homo,sapiens
collins2015,Homo,sapiens
gutowsky2017c,Chrysemy,picta
seigleferrand2022,Ovis,aries musimon
seigleferrand2022,Capra,ibex
seigleferrand2022,Capreolus,capreolus
seigleferrand2022,Cervus,elaphus
koizumi2019,Ursus,arctos
koizumi2019,Canis,lupus
liebsch2007,Leptonychotes,weddellii
malagnino2021,Ovis,gmelini musimon
li2017,Equus,ferus caballus
jeanniarddudot2017c,Arctocephalus,gazella
zhang2018b,Anser,serrirostris
chambault2021,Lepidochelys,kempi
chambault2021,Chelonia,mydas
bowers2018,Grampus,griseus
wright2020,Odocoileus,hemionus
robson2009,Mytilus,edulis
robson2009,Mytilus,trossulus
robson2009,Pecten,maximus
robson2009,Cerastoderma,edule
symons2022,Alca,torda
jouanneau2022,Larus,michahellis
basille2013,Alces,alces
basille2013,Canis,lupus
